word,positive,negative
crystal-clear,1,0
crystalline,1,0
cultured,1,0
curt,1,0
curvaceoue,1,0
curvaceousness,1,0
curvy,1,0
cut a tangled skein of jute with a sharp knife,1,0
cut the Gordian knot,1,0
cute,1,0
cuteness,1,0
cutting,1,0
daintily,1,0
dainty,1,0
dapper,1,0
daring,1,0
daringly,1,0
dauntless,1,0
dauntlessly,1,0
dazzle the eyes,1,0
dazzling,1,0
de luxe,1,0
deafening sound of gongs and drums,1,0
dearly,1,0
deathly still,1,0
debonair,1,0
decent,1,0
deciding,1,0
decisive,1,0
decisively,1,0
decisiveness,1,0
dedicated,1,0
deep,1,0
deep and clear,1,0
deep and sincere,1,0
deep-rooted,0,1
deeply,1,0
defendable,1,0
defensible,1,0
deference,1,0
deferential,1,0
definite,1,0
definitely,1,0
definitive,1,0
deft,1,0
deft of hand,1,0
deftly,1,0
deftness,1,0
delectable,1,0
deliberate,1,0
deliberately,1,0
delicate,0,1
delicate and charming,1,0
delicate and pretty,1,0
delicate and well-made,1,0
delicate fragrance,1,0
delicately,1,0
delicately and charmingly,1,0
delicately and prettily,1,0
delicately pretty,1,0
delicious,1,0
deliciously,1,0
delightful,1,0
delightfully,1,0
deluxe,1,0
democratic,1,0
democratically,1,0
demotic,1,0
dense,1,0
densely,1,0
depart from convention,1,0
dependable,1,0
dependably,1,0
deserved,1,0
deserving praise for one's excellent performance or behaviour,1,0
deserving the reputation one enjoys,1,0
desperately,1,0
detailed,1,0
detailed and comprehensive,1,0
determinant,1,0
determinate,1,0
determinative,1,0
determined,1,0
determinedly,1,0
determing,1,0
determining,1,0
deterministic,1,0
devoted,1,0
devoted to study,1,0
devotedly,1,0
devout,1,0
devoutly,1,0
devoutness,1,0
dexterity,1,0
dexterous,1,0
dexterously,1,0
dialectical,1,0
die a worthy death,1,0
"difficult of attainment, hence worthy of esteem",1,0
dignified,1,0
diligence,1,0
diligent,1,0
diligent and conscientious,1,0
diligent in study,1,0
diligently,1,0
diligently and conscientiously,1,0
dinified,1,0
discerning,1,0
disciplined,1,0
discreet,1,0
discreet in speech,1,0
discreet in word and deed,1,0
discreetly,1,0
discretional,1,0
discretionary,1,0
disinterested,1,0
dispassion,1,0
dispassionate,0,1
dispassionately,0,1
dispassionateness,1,0
disposable,1,0
distinct,1,0
distinctive,1,0
distinctly,1,0
distinguishable,1,0
distinguished,1,0
distinguished and admirable,1,0
divine,1,0
do a job with skill and ease,1,0
do afamiliar job with ease,1,0
do everything called for by humanity and duty,1,0
do things simply and thriftily,1,0
do well from start to finish,1,0
do what is humanly possible to help,1,0
docile,1,0
docile and obedient,1,0
docility,1,0
documental,1,0
dogged,1,0
doggedly,1,0
doggedness,1,0
domesticate,1,0
dominant,1,0
done carefully,1,0
doughty,1,0
doughty as a dragon and lively as a tiger,1,0
dour,1,0
down-to-earth,1,0
downright,1,0
dramatic,1,0
drastic,1,0
drastical,1,0
drive a light carriage on a familiar road,1,0
driving,1,0
due,1,0
due rewards and punishments will be meted out without fail,1,0
dulcet,1,0
durable,1,0
dynamic,1,0
dynamic equilibrium,1,0
dynamically,1,0
each family is provided for and every person is well-fed and well-clothed,1,0
eachhas a role to play,1,0
eachis in his proper place,1,0
eachis properly provided for,1,0
eager and enthusiasti,1,0
eager to excel,1,0
eagerly and enthusiastically,1,0
eagerly attentive,1,0
eagle-eyed,1,0
earnest,1,0
earnest and down-to-earth,1,0
earnest and tireless,1,0
earnestly,1,0
earnestly and tirelessly,1,0
earnestness,1,0
earnetly,1,0
earth-shattering and heaven-battering,1,0
earthshaking,0,1
easeful,1,0
easily,1,0
easily and comfortably,1,0
easily and smoothly,1,0
easily seen,1,0
easiness,1,0
easy,1,0
easy and comfortable,1,0
easy and smooth,1,0
easy as my eyes,1,0
easy to do,1,0
easy to handle,1,0
easy to read and understand,1,0
easy to understand,1,0
easygoing,1,0
eclat,1,0
economical,1,0
economically,1,0
educated,1,0
effective,1,0
effectively,1,0
effectual,1,0
effectually,1,0
efficacious,1,0
efficaciously,1,0
efficient,1,0
efficiently,1,0
effortless,0,1
effortlessly,1,0
effortlessness,1,0
elaborate,1,0
elaborately,1,0
elastic,1,0
elegant,1,0
elegant and fashionable,1,0
elegant and graceful,1,0
elegant and poised,1,0
elegant and refined,1,0
elegantly,1,0
eligible,1,0
elitist,1,0
eminent,1,0
eminently,1,0
eminently talented,1,0
enchanting,1,0
encouraging,1,0
endowed with unusal literary talent,1,0
energetic,1,0
energetically,1,0
engrossed,1,0
enigmatic,0,1
enigmatical,1,0
enigmatically,0,1
enjoy exceptional advantages,1,0
enjoy fleeting fame,1,0
enjoy great popularity,1,0
enjoy high position and live in ease and comfort,1,0
enjoy sth. bitter as if it were malt sugar,1,0
enlightened,1,0
enlightening,1,0
enough and to spare,1,0
entertaining,1,0
enthralling,1,0
enthusiastic,1,0
enthusiastically,1,0
enticing,1,0
entrancing,1,0
entreatingly,1,0
entriely satisfactory,1,0
enviable,1,0
enwrapped,1,0
epic,1,0
epidemic,1,0
epoch-making,1,0
epochal,1,0
equable,1,0
equal,1,0
equality,1,0
equality and mutual benefit,1,0
equally,1,0
equanimity,1,0
equitable,1,0
equitably,1,0
erect,1,0
error-free,1,0
errorless,1,0
erudite,1,0
erudite and informed,1,0
eruditional,1,0
esoteric,1,0
essential,1,0
essentially,1,0
established,1,0
estated,1,0
esthetic,1,0
estimable,1,0
euphemistic,1,0
euphonious,1,0
even,1,0
even and orderly,1,0
even and smooth,1,0
even fowls and dogs are not disburbed,1,0
even if the seas run dry and the rocks crumble,1,0
even richer than one's country,1,0
even-handed,1,0
evenhanded,1,0
evenly,1,0
every minute is precious,1,0
every second counts,1,0
evident,1,0
evidently,1,0
exact,1,0
exactly,1,0
exalted,1,0
exceedingly high or great,1,0
excellent,1,0
excellent in both content and language,1,0
excellent singing,1,0
excellently,1,0
exceptionally,1,0
exceptionally bright,1,0
exceptionally good,1,0
exciting,1,0
excitingly,1,0
exemplary,1,0
exhaustive,1,0
exhaustively,1,0
exhaustless,1,0
expedient,1,0
expediently,1,0
expeditious,1,0
experienced,1,0
experienced and astute,1,0
experienced and knowledgeable,1,0
experienced and worldly-wise,1,0
expert,1,0
expert in one thing and good at many,1,0
expertly,1,0
explicit,1,0
explicitly,1,0
exquisite,1,0
exquisitely,1,0
exquisiteness,1,0
extensive,1,0
extra fine,1,0
extra quality,1,0
extraordinarily,1,0
extraordinarily brave,1,0
extraordinarily strong,1,0
extraordinary,1,0
extravagant,0,1
extravagantly,0,1
extraversion,1,0
extravert,1,0
extraverted,1,0
extravertive,1,0
extremely clever,1,0
extremely deferential,1,0
extremely glorious,1,0
extremely intelligent,1,0
extremely mysterious and abstruse,1,0
extremely open-minded,1,0
extremely popular,1,0
extremely precious,1,0
extremely sharp,1,0
extroversion,1,0
extroversive,1,0
extrovert,1,0
extroverted,1,0
extrovertive,1,0
exuberant,1,0
exuberantly,1,0
eye-catching,1,0
eye-popping,1,0
facetious,1,0
facile and faceful,1,0
facinating,1,0
facts speak louder than words,1,0
factual,1,0
factually,1,0
fair,1,0
fair and just,1,0
fair and reasonable,1,0
fair and sensible,1,0
fair and square,1,0
fair-and-square,1,0
fair-minded,1,0
fairly,1,0
fairly and justly,1,0
fairly and reasonably,1,0
fairly clear,1,0
fairness,1,0
faithful,1,0
faithful and unyielding,1,0
faithful and upright,1,0
faithful to one's husband to the end,1,0
faithfully,1,0
faithfully and unyieldingly,1,0
fall of a single leaf ushers in the autumn,1,0
fame follows merit,1,0
famed,1,0
familiar,1,0
familiar to the ear,1,0
famous,1,0
famous and precious,1,0
famous-brand,1,0
famously,1,0
fanatical,1,0
fancy,1,0
fantabulous,1,0
fantastic,0,1
fantastically,0,1
far-famed,1,0
far-reaching,1,0
farsighted,1,0
fascinating,1,0
fashionable,1,0
fashionably,1,0
fat,1,0
favorable,1,0
favorably,1,0
fearless,1,0
fearlessly,1,0
feast for the eyes,1,0
fecundity,1,0
feel at home wherever one is,1,0
feel oneself interior,1,0
feelbetter,1,0
feelhappy when told of one's errors,1,0
feelmore comfortable,1,0
fertile,1,0
fervent,1,0
fervently,1,0
fervid,1,0
fierce and ambitious,1,0
fiery,0,1
figuratively,1,0
filled with ardour and sincerity,1,0
filled with wisdom,1,0
final,1,0
finally,1,0
fine,1,0
fine and glossy,1,0
fine and smooth,1,0
fine-grained,1,0
fine-looking,1,0
finely,1,0
finest,1,0
firm,1,0
firm and indomitable,1,0
firmly,1,0
firmly and indomitably,1,0
first,1,0
first class,1,0
first rate,1,0
first-class,1,0
first-rate,1,0
fit,1,0
fit for,1,0
fit well,1,0
fitting,1,0
five-star,1,0
fixed,0,1
flagrantly,0,1
flaming,1,0
flat,0,1
flatly,0,1
flawless,1,0
flexibility,1,0
flexible,1,0
flexibly,1,0
floppy,1,0
florid,1,0
floridly,1,0
flourishing,1,0
flower in full bloom,1,0
flowery,1,0
fluency,1,0
fluent,1,0
fluently,1,0
following a logical train of thought,1,0
for pleasure,1,0
for the convenience of the people,1,0
forceful,1,0
forceful and unrestrained,1,0
forcefully,1,0
foresightful,1,0
foretell with miraculous accuracy,1,0
forgive sb's past misdeeds,1,0
formidable,0,1
formidably,0,1
forthright,1,0
forthright and sincere,1,0
fortunate,1,0
fortunately,1,0
fragrance of flowers assails,1,0
fragrant,1,0
fragrant and mellow,1,0
fragrant and sweet,1,0
frank,1,0
frank and open,1,0
frank and outspoken,1,0
frank and sincere,1,0
frank and unreserved,1,0
frankly,1,0
frankly and openly,1,0
frankly and sincerely,1,0
frankness,1,0
frantic,1,0
free,1,0
free and easy,1,0
free and natural,1,0
free and unfettered,1,0
free and unrestrained,1,0
free from affectation,1,0
free from arrogance and rashness,1,0
free from the vulgar,1,0
free from vulgarity,1,0
free of charge,1,0
freehanded,1,0
freely,1,0
freely and naturally,1,0
frenzied,0,1
fresh,1,0
fresh and elegant,1,0
fresh and living,1,0
fresh forever,1,0
freshful,1,0
freshing,1,0
freshly,1,0
friendliness,1,0
friendly,1,0
from beginning to end,1,0
from one small clue one can see what is coming,1,0
from the bottom of one's heart,1,0
from the first small beginnings one can see how things will develop,1,0
from the heart,1,0
frugal,1,0
frugality,1,0
frugally,1,0
frugalness,1,0
fruitful,1,0
fruitfulness,1,0
fulgent,1,0
fulgurant,1,0
fulgurous,1,0
full and accurate,1,0
full and clear,1,0
full of affection,1,0
full of energy,1,0
full of enthusiasm,1,0
full of flourishes,1,0
full of interest,1,0
full of noble aspiration and daring,1,0
full of sap,1,0
full of tenderness,1,0
full of valour and vigor,1,0
full of valour and vigour,1,0
full of vigour and vitality,1,0
full of vim and vigour,1,0
full of vitality,1,0
full of wit and humour,1,0
full of youthful spirit,1,0
full-flavored,1,0
full-grown,1,0
full-scale reconstruction is under way,1,0
fullof daring,1,0
fully and accurately,1,0
fully and clearly,1,0
functional,1,0
functionally,1,0
fundamental,1,0
fundamentally,1,0
funnily,1,0
funny,1,0
gainly,1,0
gallant,1,0
gallantly,1,0
gaudy,1,0
gauzy,1,0
generosity,1,0
generous,1,0
generously,1,0
genial,1,0
geniality,1,0
genially,1,0
genteel,1,0
genteelly,1,0
gentle,1,0
gentle and agreeable,1,0
gentle and amiable,1,0
gentle and cultivated,1,0
gentle and graceful,1,0
gentle and lovely,1,0
gentle and mild,1,0
gentle and pleasant,1,0
gentle and quiet,1,0
gentle and refined,1,0
gentle and serene,1,0
gentle and soft,1,0
gently,1,0
gently and gracefully,1,0
gently and mildly,1,0
gently and pleasantly,1,0
gently and quietly,1,0
gently and serenely,1,0
gently and softly,1,0
genuine,1,0
genuine and sincere,1,0
genuine goods at a fair price,1,0
genuinely,1,0
genuinely and sincerely,1,0
get along in peace,1,0
get the knack,1,0
gifted,1,0
gifted in many ways,1,0
gingerliness,1,0
give no cause of much criticism,1,0
give the wrongdoer a way out,1,0
glabrous,1,0
gladly endure hardships,1,0
gladsome,1,0
glaring,1,0
glazed,1,0
glibly,1,0
gliding,1,0
glidingly,1,0
glimmering,1,0
glistening,1,0
glistening white,1,0
glittering,1,0
glittering and translucent,1,0
glorious,1,0
glorious and magnificent,1,0
gloriously,1,0
gloriously radiant,1,0
glossily,1,0
glossy,1,0
glowing,1,0
go about things steady and surely,1,0
go ahead steadily and strike sure blows,1,0
go down in history,1,0
go well with rice,1,0
go well with wine,1,0
going full steam ahead,1,0
good,1,0
good and kind,1,0
good at,1,0
good for,1,0
good health,1,0
good in every way,1,0
good luck and great prosperity,1,0
good to eat,1,0
good-hearted,1,0
good-looking,1,0
good-natured,1,0
goodlooking,1,0
gorgeous,1,0
gorgeously,1,0
gorgeously dressed,1,0
gorgeousness,1,0
graceful,1,0
graceful and poised,1,0
graceful and restrained,1,0
gracefully,1,0
gracious,1,0
gracious in conversation,1,0
graciously,1,0
graciousness,1,0
gradual,1,0
grand,1,0
grand and heroic,1,0
grandiose,1,0
grandly,1,0
grandly and heroically,1,0
grant whatever is requested,1,0
gratifying,1,0
gratifyingly,1,0
gratis,1,0
gratuitous,1,0
gratuitously,1,0
grave,0,1
gravely,1,0
graveness,1,0
great,1,0
greatly able to,1,0
green,0,1
grow up to be a useful person,1,0
guiding,1,0
guileless,1,0
guiltless,1,0
hail-fellow-well-met,1,0
hairchested,1,0
hale and hearty,1,0
haleness,1,0
handily,1,0
handle a crisis without difficulty,1,0
handred-precent,1,0
handsome,1,0
handsome and spirited,1,0
handsome with rosy lips and white teeth,1,0
handy,1,0
happen to be present at the right moment,1,0
happily and harmoniously,1,0
happiness,1,0
happy-go-lucky,1,0
hard-working,1,0
hardcore,0,1
hardworking,1,0
harmless,1,0
harmonious,1,0
harmonious and happy,1,0
harmoniously,1,0
have a clear-cut stand,1,0
have a distinctive flavour,1,0
have a distinctive style,1,0
have a facile imagination,1,0
have a perfect mastery of sth.,1,0
have a strong appeal,1,0
have a unique style,1,0
have acquired a specialty from study,1,0
have an easy time,1,0
have an insatiable desire to learn,1,0
have an original style,1,0
have exceptional insight,1,0
have extensive knowledge and profound scholarship,1,0
have full scope for one's talents,1,0
have good fortune as one wishes,1,0
have great learning,1,0
have great posibilities,1,0
have high ambitious,1,0
have high aspirations,1,0
have hundreds at one's beck and call,1,0
have magic powers,1,0
have originality,1,0
have real skill,1,0
have sufficient grounds for one's views,1,0
have superb talent,1,0
haveclean hands,1,0
having a definite object in view,1,0
having a distinctive flavour,1,0
having a graceful demeanour,1,0
having a loose tongue,1,0
having a mind as open as a valley,1,0
having a thorough grasp of the situation,1,0
having delicate features,1,0
having encyclopaedic knowledge,1,0
having experienced great things,1,0
having good ears and eyes,1,0
having high aspirations and boldness of vision,1,0
having hundreds at one's beck and call,1,0
having money to spare or lend,1,0
having one's heart set on sth.,1,0
having performed meritorious service,1,0
having rendered great service,1,0
having sailed the seven seas,1,0
having seen much of the world,1,0
having sharp eyes,1,0
having somebody completely in one's power,1,0
having wide learning and a retentive memory,1,0
heady,1,0
healthily,1,0
healthiness,1,0
healthy,1,0
healthy and strong,1,0
healthy and vigorous,1,0
healthy and well,1,0
healthy in old age,1,0
healthy-looking and vivacious,1,0
heart and soul,1,0
heart-to-heart,1,0
heart-whole,1,0
heartening,1,0
heartfelt,1,0
heartily,1,0
heartstirring,1,0
heartwhole,1,0
hearty,1,0
heaven carries out the desires of man,1,0
heedful,1,0
heedfulness,1,0
hefty,1,0
helpful,1,0
heroic,1,0
heroically,1,0
high,0,1
high and new,1,0
high degree of technical or professional proficiency,1,0
high power,1,0
high quality,1,0
high spirited,1,0
high-benefit,1,0
high-efficacy,1,0
high-end,1,0
high-flown,1,0
high-grade,1,0
high-level,1,0
high-minded,1,0
high-mindedness,1,0
high-performance,1,0
high-power,1,0
high-powered,1,0
high-precision,1,0
high-quality,1,0
high-ranking,1,0
high-standard,1,0
high-tensile,1,0
highborn,1,0
higher,1,0
highest grade,1,0
highly,1,0
highly auspicious,1,0
highly privileged,1,0
highly pure,1,0
highly resourceful,1,0
highly resourcefully,1,0
highly trained,1,0
highly valued,1,0
historic,1,0
hoard as a rare commodity,1,0
hold water,1,0
holding one's breath in concentration,1,0
holding power over somebody's life and property,1,0
holy,1,0
homelike,1,0
homely,0,1
homogeneous,1,0
honest,1,0
honest and enlightened,1,0
honest and frank,1,0
honest and kindhearted,1,0
honest and sincere,1,0
honest and straightforward,1,0
honest and tolerant,1,0
honest man does nothing underhand,1,0
honestly,1,0
honestly and frankly,1,0
honestly and straightforwardly,1,0
honestly and tolerantly,1,0
honestness,1,0
honesty,1,0
honesty prevails throughout society,1,0
honeyed,1,0
honorableness,1,0
honorary,1,0
honorific,1,0
honourable,1,0
honourableness,1,0
honourably,1,0
honoured,1,0
hopeful,1,0
hospitable,1,0
hospitableness,1,0
hospitably,1,0
hot,1,0
hot-blooded,1,0
housebroken,1,0
huge,1,0
hugecrowds of people,1,0
human unity,1,0
humane,1,0
humanely,1,0
humble,0,1
humbleness,1,0
humbly,0,1
humility,1,0
humoristic,1,0
humorous,1,0
humorously,1,0
humourous,1,0
humourously,1,0
humoursome,1,0
hundreds respond to a single call,1,0
husky,1,0
hustle,1,0
hyaline,1,0
hyaloid,1,0
hygienic,1,0
ideal,1,0
idealistic,1,0
illuminating,1,0
illustrious,1,0
illustrious and influential,1,0
imbued with a spirit as lofty as the rainbow spanning the sky,1,0
imbued with a spirit that can conquer mountains and rivers,1,0
imbued with vitality,1,0
imcomparable,1,0
imcomparably free from all convention,1,0
immaculate,1,0
immobile,1,0
immoderate,0,1
impartial,1,0
impartial and incorruptible,1,0
impartiality,1,0
impartially,1,0
impartially and incorruptibly,1,0
impassioned,1,0
impayable,1,0
impertinence,1,0
imploringly,1,0
important,1,0
importantly,1,0
importunately,1,0
imposing,1,0
impregnable,1,0
impressive,1,0
impressive or dignified in personal appearance,1,0
impressively,1,0
in a kindly manner,1,0
in a meticulous way,1,0
in a simple terms when expaining something profound,1,0
in a subtle way,1,0
in a sweet and delicate voice,1,0
in accord,1,0
in agreement,1,0
in all seriousness,1,0
in an orderly way,1,0
in balance,1,0
in black and white,1,0
in complete harmony,1,0
in conjugal love,1,0
in dead earnest,1,0
in deeds,1,0
in detail,1,0
in details,1,0
in earnest,1,0
in essence,1,0
in every possible way,1,0
in evidence,1,0
in fact,1,0
in fashion,1,0
"in fine, close stitches",1,0
in full swing,1,0
in glory,1,0
in good condition,1,0
in good faith,1,0
in good health,1,0
in good order,1,0
in good tast,1,0
in good taste,1,0
in good voice,1,0
in harmonious proportion,1,0
in harmony,1,0
in harmony with the rest of the world,1,0
in honour,1,0
in neat formation,1,0
in one's prime,1,0
in passing,1,0
in perfect order,1,0
in perfectly good condition,1,0
in picturesque disorder,1,0
in public,1,0
in rapt silence,1,0
in real life,1,0
in reality,1,0
in reason,1,0
in sb's presence,1,0
in sharp contrast,1,0
in step,1,0
in substance,1,0
in the ascendant,1,0
in the light of the fact,1,0
in the presence of all,1,0
in the prime of life,1,0
in the proper way,1,0
in the right,1,0
in the right way,1,0
in time,1,0
in vigorous strides,1,0
in vogue,1,0
inarguable,1,0
incisive,1,0
incisively,1,0
incisively and vividly,1,0
incomparably superior,1,0
incontestable,1,0
incorruptible,1,0
indeed,1,0
indefatigability,1,0
indefatigable,1,0
indefatigableness,1,0
indefatigably,1,0
indefinite,1,0
indefinitely,1,0
indestructible,1,0
indispensable,1,0
indisputable,1,0
indomitable,1,0
indomitably,1,0
indornitable,1,0
indubitable,1,0
indubitably,1,0
industrious,1,0
industriously,1,0
industriousness,1,0
industry,1,0
inexpensive,1,0
inexpensiveness,1,0
infinitely merciful,1,0
influential,1,0
ingenious,1,0
ingeniously,1,0
ingenuous,1,0
ingrained,1,0
initiative,1,0
innocence,1,0
innocent,1,0
innocently,1,0
innocuous,1,0
innovations in pattern or design,1,0
inoffensive,1,0
inornate,1,0
insightful,1,0
insistent,1,0
insistently,1,0
insouciance,1,0
inspiring,1,0
instructive,1,0
intact,1,0
integral,1,0
integral whole,1,0
integrated,1,0
intelligent,1,0
intelligent and capable,1,0
intelligent without seeming so,1,0
intelligently,1,0
intelligently and capably,1,0
intelligible,1,0
intent,1,0
intently,1,0
interesting,1,0
interestingly,1,0
intrepid,0,1
intrepidly,1,0
intriguing,1,0
intriguingly,1,0
introversion,1,0
introversive,0,1
invaluable,1,0
invaluableness,1,0
invariable,0,1
inveterate,0,1
invigoration,1,0
inviolate,1,0
inviting,1,0
invulnerable,1,0
iron hand in a velvet glove,1,0
ironclad,1,0
irrefutable,1,0
irrefutably,1,0
irreprochable,1,0
isostatic,1,0
it goes without saying,1,0
it is a true story,1,0
jestful,1,0
jesting,1,0
jocose,1,0
jocular,1,0
joyfully,1,0
judicious,1,0
judiciousness,1,0
just,1,0
just and sound,1,0
just as in the past,1,0
just as one wish,1,0
just beginning to break,1,0
just dawning,1,0
just enough,1,0
just right,1,0
just the right flavour,1,0
justifiable,1,0
justified,1,0
keen,1,0
keen-witted and capable,1,0
keenly,1,0
keep on good terms with everyone at the expense of principle,1,0
keep on the right side of everyone,1,0
keep the public interest in mind,1,0
keeping on fighting in spite of all setbacks,1,0
keeping public interest in mind,1,0
key,1,0
kind,1,0
kind and gentle,1,0
kind and honest,1,0
kindhearted,1,0
kindhearted and obliging,1,0
kindly,1,0
kindly and honestly,1,0
kissingly,1,0
knacky,1,0
knifelike,1,0
know how to behave in a delicate situation,1,0
know no fear,1,0
know one's stuff,1,0
know sth. thoroughly,1,0
knowing how to behave in a delicate situation,1,0
knowledgeable,1,0
known,1,0
known even to women and children,1,0
known far and wide,1,0
known to all,1,0
lacking in initiative and overcautious,1,0
laconic,1,0
laconicism,1,0
laconism,1,0
land yields good harvests and the people enjoy good health,1,0
large,1,0
largess,1,0
largesse,1,0
lasting long,1,0
lasting political stability,1,0
laughable,1,0
law-abiding,1,0
lawful,1,0
lawfully,1,0
leading,1,0
leafy,1,0
learned,1,0
learned and versatile,1,0
leave a good name for a hundred generations,1,0
leave a reputation which will go down to posterity,1,0
leave nothing to be desired,1,0
leave one side of the net open,1,0
legal,1,0
legalized,1,0
legally,1,0
legitimate,1,0
legitimately,1,0
leisureliness,1,0
leisurely,1,0
leisurely and carefree,1,0
lenience,1,0
leniency,1,0
lenient,1,0
leniently,1,0
less crowded,1,0
less expensive,1,0
let bygones be bygones,1,0
level,1,0
level and smooth,1,0
liberal,1,0
liberalist,1,0
liberally,1,0
licit,1,0
life-and-death,0,1
life-or-death,1,0
lifelike,1,0
light,0,1
light and spacious,1,0
lightheartedness,1,0
lightly,0,1
lightsomeness,1,0
likable,1,0
like a duck to water,1,0
like a gentle breeze and a mild rain-in a gentle and mild way,1,0
like a rising wind and scudding clouds,1,0
"like an old hand, who is a good guide",1,0
"like an old horse, always knowing the way",1,0
limber,1,0
limpid,1,0
limpidly,1,0
lissom,1,0
lissome,1,0
literal,1,0
literate,1,0
lithe,1,0
lithe and graceful,1,0
lithely,1,0
lithely and gracefully,1,0
lithesome,1,0
little strokes fell great oaks,1,0
live in clover,1,0
live in peace with each other,1,0
live up to one's reputation,1,0
liveliness,1,0
lively,1,0
lively and delightful,1,0
lively and vigorous flourishes in callingraphy,1,0
"lively, vivid and vigorous",1,0
living,1,0
lofty,1,0
logical,1,0
long period of peace and order,1,0
long-range,1,0
long-sighted,1,0
long-tested,1,0
long-wearing,1,0
look before you leap,1,0
looking familiar,1,0
loose,0,1
loud,1,0
loud and clear,1,0
lovable,1,0
loveliness,1,0
lovely,1,0
lovesome,1,0
lovingly,1,0
low in price,1,0
low-key,1,0
low-keyed,1,0
low-price,1,0
low-priced,1,0
loyal,1,0
loyal and devoted,1,0
loyal and faithful,1,0
loyal and obedient,1,0
loyal and righteous,1,0
loyal and steadfast,1,0
loyal and trustworthy,1,0
loyally,1,0
loyally and faithfully,1,0
loyally and obediently,1,0
loyally and steadfastly,1,0
lucid,1,0
lucid and lively,1,0
lucid and smooth,1,0
lucidly and smoothly,1,0
luckily,1,0
luckly,1,0
lucky,1,0
lucky star shines bright,1,0
ludicrous,1,0
ludicrously,1,0
luminous,1,0
luminously,1,0
luscious,1,0
lush,1,0
lushly,1,0
lushness,1,0
lustrous and transparent,1,0
luxe,1,0
luxuriance,1,0
luxuriant,1,0
luxuriant and well-spaced,1,0
luxuriantly,1,0
luxuriousness,1,0
luxury,1,0
lyrical,1,0
lyricality,1,0
lyrically,1,0
macro,1,0
macro-,1,0
magnanimous,1,0
magnanimously,1,0
magnanimousness,1,0
magnificent,1,0
magnificently,1,0
maidenlike,1,0
main,1,0
mainly,1,0
mainstay,1,0
majestic,1,0
majestic-looking,1,0
majestically,1,0
majesty,1,0
major,1,0
make do with whatever is available,1,0
make one's point through hints,1,0
making bold,1,0
making extraordinarily painstaking efforts,1,0
making solid progress,1,0
manifest,1,0
manifestative,1,0
manifestly,1,0
manly,1,0
mannerly,1,0
manoeuvrable,1,0
manual dexterity,1,0
marked,1,0
marvellous,1,0
marvellously,1,0
marvelous,1,0
marvelously,1,0
mass heroism and daring,1,0
masses are sharp-eyed,1,0
masterful,0,1
masterly,1,0
matey,1,0
matter,1,0
maturate,1,0
maturation,1,0
mature,1,0
maturely,1,0
maturement,1,0
maturing,1,0
maturity,1,0
mavelously,1,0
mean what one says,1,0
meaning is implied,1,0
meaningful,1,0
meaningfulness,1,0
measured,1,0
meditative,1,0
meditativeness,1,0
meek,1,0
meekly,1,0
mellifluous,1,0
mellisonant,1,0
mellow,1,0
mellow and full,1,0
mellowed,1,0
melodic,1,0
melodious,1,0
melodiousness,1,0
memorable,1,0
merciful,1,0
mercifully,1,0
mercifulness,1,0
mercy,1,0
meritorious,1,0
methodical,1,0
methodically,1,0
meticulosity,1,0
meticulous,1,0
meticulously,1,0
meticulousness,1,0
mettlesome,1,0
mightily,1,0
mighty,1,0
mild,1,0
mild and mellow,1,0
mild and roundabout,1,0
mildly,1,0
mildness,1,0
militant,1,0
mindful,1,0
mindfulness,1,0
minute,0,1
minutely,1,0
moderate,1,0
moderately,1,0
modern,1,0
modest,1,0
modest and amiable,1,0
modest and courteous,1,0
modest and deferential,1,0
modest and prudent,1,0
modest and sincere,1,0
modestly,1,0
modestly and courteously,1,0
modestly and prudently,1,0
modesty,1,0
modish,1,0
momentous,1,0
more firm though getting old,1,0
more pay for more work,1,0
more skillful,1,0
"more, faster, better, cheaper",1,0
morethan equal to a task,1,0
most advanced,1,0
most faithful and true,1,0
most important,1,0
most lofty,1,0
most profound,1,0
most revered and respected,1,0
movable,1,0
moving,1,0
moving one to song and tears,1,0
movingly,1,0
much better,1,0
munificence,1,0
munificent,1,0
muscular,1,0
mysterious,0,1
mysteriously,0,1
mystery of mysteries,1,0
naked,1,0
national best,1,0
natty,1,0
natural,1,0
natural and graceful,1,0
natural and poised,1,0
natural and smooth,1,0
natural and unrestrained,1,0
naturally,1,0
naturally and gracefully,1,0
naturally and smoothly,1,0
naturalness,1,0
neat,1,0
neat and quick,1,0
neat and smart,1,0
neat and tidy,1,0
neat and well spaced,1,0
neatly,1,0
neatly and smartly,1,0
neatly and tidily,1,0
neatly arranged,1,0
neatness,1,0
necessarily,1,0
necessary,1,0
needed,1,0
needful,1,0
neighbourly,1,0
neither haught nor humble,1,0
neither overbearing nor servile,1,0
neither supercilious nor obsequious,1,0
never blot a line in writing,1,0
never seen before,1,0
new,1,0
new and original,1,0
newest,1,0
nice,1,0
nimble,1,0
nimblely,1,0
nimbly,1,0
no danger of anything going wrong,1,0
no one pockets anything found on the road,1,0
no risk at all,1,0
no small matter,1,0
nobiliary,1,0
nobility,1,0
noble,1,0
noble and unsullied,1,0
noble character and sterling integrity,1,0
noble-minded,1,0
noble-mindedness,1,0
non-toxic,1,0
noncommittal,1,0
noncommittally,1,0
noncritical,1,0
nonpatisanship,1,0
nonvenomous,1,0
normal,1,0
normally,1,0
not a second is to be lost,1,0
